Run,Event,Type1,E1,px1,py1,pz1,pt1,eta1,phi1,Q1,Type2,E2,px2,py2,pz2,pt2,eta2,phi2,Q2,M
165617,106617185,G,35.8357,14.6029,13.2311,-29.9313,19.7055,-1.20522,0.736153,1,G,33.0146,-20.2418,-24.725,8.30031,31.954,0.256922,-2.25682,1,64.098
165617,109654027,G,59.668,-37.6088,12.9691,-44.4706,39.7821,-0.962304,2.80952,1,G,24.9722,22.9096,-9.67452,2.27007,24.8686,0.0911563,-0.399574,1,71.8064
165617,113056855,G,42.8026,23.7685,11.7879,-33.588,26.531,-1.05754,0.460401,-1,G,85.0368,-74.1816,-34.9606,-22.4963,82.007,-0.270993,-2.70118,-1,100.593
165617,114078440,G,42.1635,34.05,11.8585,21.8567,36.0559,0.574126,0.335129,-1,G,26.0818,-22.8857,-3.01726,12.1404,23.0837,0.504282,-3.01051,-1,57.4351
165617,116433496,G,69.4854,-10.5226,-45.7452,-51.2335,46.9398,-0.944598,-1.79689,-1,G,46.1173,8.74621,34.5843,-29.2271,35.6731,-0.747671,1.32309,-1,82.2336
165617,124487150,G,33.7048,15.1644,-2.86207,-29.9641,15.4322,-1.41724,-0.186541,1,G,70.7083,18.9259,7.29665,67.7365,20.2837,1.92065,0.367978,1,91.0689
165617,125267691,G,66.956,-9.04779,18.542,-63.698,20.6317,-1.84572,2.02477,-1,G,18.5278,-2.333,-16.428,-8.24293,16.5928,-0.478327,-1.71187,-1,44.699
165617,128341617,G,57.3292,1.33137,-25.502,-51.3274,25.5367,-1.44807,-1.51864,1,G,39.0162,-10.0962,29.2982,23.7052,30.989,0.705069,1.90265,1,91.8053
165617,131781397,G,41.211,16.8158,4.06197,-37.404,17.2995,-1.51388,0.237016,-1,G,25.4352,-16.1249,-4.78045,19.0807,16.8186,0.973357,-2.85338,-1,64.07
165617,134683487,G,59.6597,1.17256,19.3401,56.4257,19.3756,1.79031,1.51024,-1,G,42.4708,-1.97634,-26.1585,33.4003,26.233,1.06202,-1.64621,-1,48.1122
165617,134449013,G,34.7615,-14.6769,25.0419,-19.1271,29.026,-0.618726,2.10093,-1,T,35.4665,-15.3915,25.0013,-19.8972,29.3592,-0.634315,2.12263,-1,0.808055
165617,134872301,G,50.292,-40.1812,-28.6028,-9.82961,49.3219,-0.197999,-2.52296,-1,G,18.092,-11.017,-11.2914,8.85653,15.7756,0.53545,-2.3439,-1,21.5084
165617,134916638,G,33.2961,-8.00004,15.2708,-28.4854,17.2395,-1.2764,2.05336,-1,G,92.6355,-30.4989,-63.4004,-60.2622,70.3548,-0.776218,-2.01917,-1,64.6839
165617,135045414,G,21.68,19.3679,-6.34531,7.39157,20.3808,0.35516,-0.3166,1,T,28.7113,25.6939,-8.51355,9.57445,27.0676,0.346734,-0.31996,1,0.301556
165617,135087304,G,36.6566,-25.1677,-16.5221,-20.9117,30.1064,-0.648232,-2.56067,-1,G,23.7315,21.1739,7.94605,-7.19006,22.6158,-0.312796,0.359012,-1,52.6071
165617,136087888,G,71.9961,-4.37323,-33.3355,63.6636,33.6211,1.39499,-1.70124,-1,G,38.3861,-4.83591,-23.511,29.9554,24.0031,1.04633,-1.77365,-1,10.1678
165617,140015569,G,41.7079,5.90233,-19.8993,-36.1762,20.7562,-1.32237,-1.28245,-1,G,15.6253,-5.06752,14.37,-3.45879,15.2373,-0.225089,1.90983,-1,41.0474
165617,141268195,G,30.0737,-13.5829,7.23749,-25.8368,15.3908,-1.28998,2.65202,1,G,24.6434,16.995,-7.9263,-15.9885,18.7525,-0.773222,-0.436401,1,35.1069
165617,138951696,G,22.0604,13.9396,7.21819,-15.4996,15.6976,-0.872427,0.477802,-1,T,23.6917,14.7011,8.052,-16.7429,16.7618,-0.880577,0.501086,-1,0.45259
165617,150766539,G,26.9295,16.6902,5.66315,20.3606,17.6248,0.986987,0.327119,1,G,20.1723,-17.4229,3.71782,-9.46205,17.8152,-0.508874,2.93136,1,44.8471
165617,151010638,G,57.633,13.1341,-52.2514,20.4654,53.8769,0.371267,-1.32453,-1,G,25.323,21.2188,9.03609,-10.4573,23.0627,-0.439176,0.402593,-1,61.1052
165617,152457343,G,22.155,12.3136,15.0392,10.6316,19.4371,0.522827,0.884716,-1,T,21.4364,12.4837,14.6285,9.46957,19.2311,0.474412,0.864344,-1,1.03738
165617,143661602,G,18.3376,-11.5062,-14.0806,2.36586,18.184,0.129742,-2.25592,1,G,18.0813,8.48084,13.6688,-8.25601,16.086,-0.493023,1.01547,1,35.8095
165617,142960543,G,18.6324,1.65419,18.5547,-0.375908,18.6283,-0.020178,1.48188,-1,G,19.4614,-7.15273,-18.0818,0.788703,19.4452,0.0405493,-1.94748,-1,37.6897
165617,144975173,G,20.4487,-17.1347,5.20634,9.87087,17.9082,0.526525,2.84661,-1,T,24.6255,-18.7981,5.58669,14.8937,19.6107,0.700706,2.85271,-1,3.27717
165617,155735839,G,29.8841,10.1999,-17.6318,-21.8662,20.3696,-0.932386,-1.04634,1,G,78.5355,-9.33152,12.3685,76.9919,15.4938,2.30638,2.21715,1,93.2068
165617,155436001,G,16.0077,-6.77776,-14.3825,1.85527,15.8995,0.116424,-2.01118,1,G,18.6893,0.517889,18.0292,-4.89474,18.0366,-0.268153,1.54208,1,33.7958
165617,158633854,G,30.4966,-17.6829,-9.33409,23.0266,19.9952,0.984619,-2.65591,-1,T,15.7177,7.83664,-13.6044,-0.735423,15.7001,-0.0468248,-1.04818,-1,31.8707
165617,160567981,G,39.2725,-24.5688,-24.4414,18.4746,34.6556,0.510611,-2.35879,-1,T,139.526,30.137,63.0994,-120.738,69.9269,-1.31424,1.12522,-1,141.37
165617,162570387,G,67.6721,12.9295,11.6753,-65.3913,17.4208,-2.03316,0.734465,1,G,77.2128,-34.0511,-16.178,-67.384,37.6989,-1.34432,-2.69805,1,53.8143
166701,672591486,G,32.074,-20.3061,-5.48676,24.2134,21.0343,0.984313,-2.87769,-1,T,37.3253,-24.2573,-6.27519,27.6654,25.0558,0.953137,-2.88845,-1,0.786251
166701,672558800,G,43.6447,-12.2406,-10.3043,40.6059,16.0004,1.66118,-2.44187,-1,G,31.5402,16.7113,6.68422,25.9003,17.9985,1.16046,0.380491,-1,34.592
166701,672901557,G,49.6813,-6.57943,-15.9173,46.6001,17.2235,1.721,-1.96276,1,T,58.1865,-8.13155,-18.2583,54.6459,19.9872,1.73081,-1.98979,1,0.574102
166701,674352689,G,34.8752,11.4644,-11.658,-30.8047,16.3506,-1.39053,-0.793772,1,G,28.2037,4.57743,-22.2286,-16.7443,22.695,-0.683357,-1.36771,1,17.6747
166701,674907095,G,70.4966,-16.7959,-5.58856,-68.238,17.7012,-2.05893,-2.82038,-1,G,22.602,19.8158,-8.51487,-6.75794,21.5678,-0.308422,-0.405846,-1,53.244
166701,681937324,G,38.7415,17.118,-14.7852,-31.4525,22.6192,-1.13246,-0.712408,-1,G,33.1889,30.1164,-11.0187,-8.54893,32.0688,-0.26352,-0.350743,-1,26.018
166701,683178961,G,28.4516,23.2437,-13.3359,-9.55861,26.7977,-0.349534,-0.520889,-1,G,21.9516,-14.6555,5.14407,-15.5118,15.5321,-0.880448,2.80403,-1,42.0844
166701,684258655,G,86.3756,-12.2604,-21.8697,82.6567,25.0719,1.90834,-2.08175,-1,G,53.1648,24.1556,32.2553,34.6783,40.2976,0.779259,0.928008,-1,73.8556
166701,684148177,G,22.5763,-14.6842,17.1008,-1.27012,22.5403,-0.0563192,2.28031,1,T,34.8136,-22.0212,26.9247,-1.44976,34.7832,-0.0416679,2.25635,1,0.815606
166701,685090267,G,27.5853,-24.4587,-5.34963,-11.5797,25.0369,-0.447427,-2.92626,1,G,28.0313,21.7881,-3.7414,-17.2344,22.107,-0.716651,-0.170059,1,46.6174
166701,685881205,G,64.5588,-13.2264,-14.3986,-61.527,19.5514,-1.86391,-2.31379,1,G,143.972,12.768,75.1347,122.147,37.857,1.25096,1.40779,1,190.056
166701,687729797,G,30.5529,-15.8014,7.25931,-25.1214,17.3892,-1.16367,2.71094,-1,G,24.1948,16.3352,-9.60144,-15.045,18.948,-0.727991,-0.531384,-1,37.1241
166701,690040064,G,27.073,12.4251,-23.9826,1.84036,27.0102,0.0680833,-1.09278,1,T,28.7771,13.1715,-25.5536,1.28041,28.7484,0.0445236,-1.09487,1,0.69217
166701,691941969,G,161.147,-15.0422,81.3914,138.266,62.8386,1.28636,1.75269,-1,G,25.6019,3.92953,-24.204,7.36015,24.5209,0.295824,-1.40985,-1,101.362
166701,693460295,G,32.8711,30.2557,-9.33835,-8.82531,31.6641,-0.275229,-0.299371,1,T,48.6909,45.0117,-13.2904,-12.9656,46.9328,-0.27286,-0.287108,1,0.52745
166784,8542849,G,26.6812,-0.478663,-26.426,3.64879,26.4303,0.137619,-1.58891,-1,T,20.4383,0.0962269,-20.1767,3.25631,20.177,0.160695,-1.56603,-1,0.780138
166784,13236399,G,26.6531,-22.4838,-14.3114,0.185065,26.6522,0.00694365,-2.57475,-1,T,45.5142,-37.2875,-25.882,-3.36018,45.3898,-0.0739619,-2.53482,-1,3.14628
166784,14212434,G,90.3873,-21.3805,33.7805,-81.0654,39.9781,-1.45598,2.13507,1,G,92.0435,27.8452,-21.9806,-84.9323,35.4754,-1.60717,-0.668234,1,74.4629
166784,14209755,G,54.1296,1.52897,-16.5154,51.5258,16.586,1.85162,-1.47848,-1,T,50.2822,1.46515,-15.6276,47.7694,15.6961,1.83208,-1.47732,-1,0.380133
166784,14947717,G,24.6636,-14.4103,13.3806,-14.8857,19.6646,-0.698722,2.39323,-1,T,18.4805,-10.5824,10.6768,-10.7488,15.0326,-0.664934,2.35175,-1,0.944257
166784,15395725,G,17.7466,-9.92476,-14.4632,2.69185,17.4549,0.152858,-2.17217,1,G,32.8396,26.312,10.7814,16.4278,28.4352,0.549632,0.388884,1,43.7185
166784,18225194,G,65.8959,-5.83427,-14.9969,-63.9008,16.0917,-2.08766,-1.94181,-1,G,16.4182,4.83223,15.2318,3.76692,15.9799,0.233598,1.26359,-1,56.2003
166784,17827148,G,48.9287,29.3007,-6.59212,38.6267,28.3132,1.06997,-0.220915,1,G,39.9024,-1.06129,22.2066,33.135,22.2319,1.18944,1.61855,1,41.2304
166784,18681603,G,26.077,15.0108,0.891578,-21.3045,15.0372,-1.1477,0.0593261,1,G,39.4579,-32.3044,-4.88222,-22.1248,51.1542,-0.634375,-2.9938,1,45.7573
166784,18756511,G,29.17,-27.5099,-9.66681,-0.794869,29.1589,-0.0272565,-2.80368,-1,G,39.5254,26.7282,10.5688,27.1321,28.7419,0.841209,0.376549,-1,63.4349
166784,22367005,G,23.9275,12.7703,-13.9316,14.6746,18.8989,0.714193,-0.828864,1,G,20.3071,-8.98372,14.5028,-11.0149,17.0599,-0.607584,2.12539,1,43.9163
166784,24175243,G,34.9834,17.8316,-6.69212,-29.3441,19.046,-1.21713,-0.35903,-1,T,47.5984,26.201,-8.00496,-38.9233,27.3966,-1.14997,-0.296514,-1,2.10672
166784,24496843,G,25.5283,19.8999,-11.5847,11.0214,23.0263,0.46203,-0.52719,1,T,33.2942,25.9319,-15.4764,14.0182,30.1991,0.448959,-0.53807,1,0.496556
166784,29198951,G,63.6644,29.064,-25.1583,50.7493,38.4403,1.09071,-0.713491,-1,G,26.1082,-16.1926,12.3424,16.3428,20.3602,0.734764,2.49031,-1,56.8141
166784,26725304,G,167.16,-18.6381,-38.5089,-161.592,42.7821,-2.03918,-2.02156,1,G,48.7545,6.00446,23.2506,-42.4305,24.0135,-1.33428,1.31807,1,67.8326
166784,28088817,G,38.1281,-12.4565,-35.5594,5.84009,37.6781,0.154386,-1.90774,1,G,52.626,49.7177,-12.0427,-12.3535,51.1554,-0.239202,-0.237645,1,67.376
166784,35381733,G,48.7539,11.4705,-23.0141,-41.4212,25.7142,-1.25471,-1.10842,1,G,35.8114,-11.4012,27.795,19.4909,28.2142,0.610135,1.96044,1,81.5321
166784,35836152,G,24.7602,-20.6242,-9.0676,-10.2703,22.2097,-0.441342,-2.72745,-1,G,21.2368,16.8863,10.5681,-7.35924,19.9206,-0.361503,0.559202,-1,42.293
166784,36900289,G,100.736,8.6182,60.7625,79.8832,61.3707,1.07946,1.4299,1,G,45.8113,-10.8429,-42.114,14.4052,43.4874,0.325474,-1.82279,1,110.603
166784,37324290,G,19.4561,-1.60403,-18.5926,-5.50193,18.6616,-0.290713,-1.65686,-1,G,25.2595,-2.31729,25.1141,-1.3934,25.2208,-0.0552198,1.66281,-1,43.5204
166784,39058867,G,17.3095,7.02102,14.3823,6.5926,16.0045,0.401082,1.11666,-1,T,52.8254,21.639,43.6654,20.3863,48.733,0.406997,1.1107,-1,0.339081
166784,39795655,G,24.2309,10.6989,-11.1244,-18.6791,15.4343,-1.02251,-0.804893,-1,G,74.5737,-28.0622,33.6992,60.3167,43.8534,1.12361,2.26518,-1,84.9561
166784,47920327,G,52.6512,5.36378,14.8353,50.2322,15.7752,1.87516,1.22386,1,G,18.9329,-14.9692,-6.40514,9.66137,16.2819,0.56314,-2.73728,1,37.0635
166784,49019243,G,81.7882,15.6594,-4.58251,80.1441,16.3161,2.29502,-0.284688,1,G,32.8915,-12.3829,11.8203,28.0853,17.1188,1.27031,2.37944,1,37.0769
166784,48155695,G,17.7771,-15.7454,-2.0705,-7.98809,15.881,-0.483891,-3.01084,-1,T,19.6176,-17.5559,-2.34348,-8.43438,17.7116,-0.459829,-3.00889,-1,0.456838
166784,49213691,G,18.3016,3.69892,-17.6278,3.24282,18.0117,0.17908,-1.36396,1,G,18.7603,-9.6264,13.8474,8.21707,16.7434,0.469745,2.17836,1,34.5374
166784,50155585,G,19.084,-14.6553,-3.91183,-11.5805,15.1684,-0.703881,-2.88075,1,G,19.2615,-12.1462,11.4588,-9.6001,16.6983,-0.547195,2.38531,1,15.6999
166784,50603090,G,28.9704,-26.208,-6.33852,10.594,26.9636,0.383435,-2.9043,1,G,22.7369,15.5964,16.5007,-1.19882,22.7051,-0.052775,0.813567,1,48.6775
166784,53069318,G,66.8365,20.231,-14.105,62.1198,24.6626,1.65418,-0.608844,-1,G,111.333,-39.1159,23.102,101.642,45.4286,1.54503,2.60811,-1,66.997
166784,55141470,G,104.094,-5.87878,31.6547,98.9901,32.196,1.84178,1.75442,-1,G,25.4894,3.13948,-15.1198,20.2789,15.4423,1.08648,-1.36607,-1,47.8116
166784,56488922,G,19.1739,-5.91839,-14.0666,-11.6073,15.2609,-0.701597,-1.96905,1,G,19.0776,5.47958,15.1612,-10.2008,16.121,-0.596719,1.22398,1,31.4036
166784,56702434,G,42.5552,-23.4722,-12.1155,-33.3648,26.4146,-1.05576,-2.6651,1,G,31.2817,15.3332,7.90938,26.0935,17.253,1.20162,0.476234,1,72.9047
166784,57656788,G,30.7365,-8.57794,-14.4511,-25.7353,16.8053,-1.21205,-2.10648,-1,G,39.7446,10.5843,12.205,-36.3129,16.1552,-1.54925,0.856396,-1,33.2946
166784,59053611,G,23.35,-22.6272,-5.69978,0.855746,23.3341,0.0366655,-2.89483,1,G,17.9309,14.8015,3.92972,9.32634,15.1388,0.576569,0.259635,1,39.1927
166784,61695435,G,20.7872,11.1331,12.604,-12.2185,16.8168,-0.674292,0.847286,1,G,16.013,-14.8757,5.90801,-0.461676,16.006,-0.02884,2.76354,1,28.9269
166784,125219081,G,17.5422,-0.782778,15.8698,7.43336,15.8891,0.452254,1.62008,1,G,23.3167,2.23484,-23.192,-0.892968,23.2994,-0.0383164,-1.47473,1,39.6352
166784,67844918,G,16.6364,14.666,-4.69118,-6.29765,15.398,-0.39837,-0.309583,-1,G,40.598,-31.1477,25.9872,-1.63381,40.5649,-0.0402655,2.44627,-1,49.8769
166784,68229974,G,17.1681,10.3436,-13.6042,1.63318,17.4241,0.0951136,-0.920436,-1,T,48.1372,-11.6343,13.9208,-44.5873,18.1424,-1.63138,2.26696,-1,49.1726
166784,68329613,G,27.356,-7.6681,-25.9933,-3.72655,27.1007,-0.137078,-1.85766,-1,G,16.3627,14.7608,-5.62744,-4.2637,15.7971,-0.26673,-0.364233,-1,28.2366
166784,71765767,G,29.9726,13.7291,6.48225,-25.8426,15.1825,-1.3019,0.441122,-1,G,36.4444,2.43672,-35.8148,-6.28877,35.8976,-0.174302,-1.50286,-1,47.5086
166784,71424526,G,64.701,-14.0564,-29.2498,-55.9739,32.452,-1.31334,-2.01877,1,G,23.2045,10.072,20.1482,-5.57152,19.4746,-0.244517,1.1087,1,61.9743
166784,75408043,G,76.5308,-19.7745,-30.1176,-67.5192,36.0292,-1.38583,-2.15178,-1,G,47.2722,16.7388,23.122,-37.6806,28.545,-1.09061,0.944188,-1,64.8229
166784,76406205,G,73.1724,29.2741,-29.9599,59.9968,41.8876,1.15663,-0.796975,-1,G,26.9363,-22.7663,12.455,-7.2195,25.9505,-0.274733,2.64099,-1,82.9911
166784,76536700,G,46.078,0.545289,-36.1781,28.5311,36.1822,0.723695,-1.55573,-1,G,25.3019,-2.87444,18.9601,-16.5054,19.1768,-0.779366,1.72126,-1,68.1806
166784,78784891,G,16.0032,7.6617,-14.0112,-1.03743,15.9692,-0.0649187,-1.07039,1,G,26.6084,-10.2614,16.1931,-18.4523,19.1706,-0.854628,2.13562,1,37.741
166784,78334154,G,90.9792,-27.3517,49.1621,71.4994,56.2586,1.06059,2.07851,1,G,22.2693,-8.50314,-17.7277,10.4564,19.6615,0.50949,-2.01803,1,61.9255
166784,79037252,G,30.6934,18.5158,10.7373,21.9989,21.4039,0.900894,0.525509,-1,G,19.4148,-17.8754,-7.26934,-2.13293,19.297,-0.110308,-2.75535,-1,45.8666
166784,82645499,G,44.0544,8.32381,17.5366,-39.547,19.4118,-1.46018,1.12763,-1,G,19.6872,-10.6603,-14.1817,-8.53307,17.7415,-0.464123,-2.21538,-1,41.6484
166784,83300307,G,36.974,17.5971,-32.4824,1.51704,36.9427,0.0410531,-1.07431,1,T,28.6373,13.1099,-25.1763,3.7905,28.3852,0.133144,-1.09071,1,3.03755
163589,840527,G,77.6371,6.87716,18.4615,-75.0959,19.7008,-2.04803,1.21421,-1,G,31.2525,-0.576967,-20.2946,-23.7592,20.3028,-0.996784,-1.59922,-1,45.1836
163589,3058562,G,16.3029,-14.5351,-4.84743,-5.56829,15.3221,-0.355858,-2.81969,-1,G,19.2433,17.2449,-2.00763,-8.29921,17.3588,-0.461458,-0.115906,-1,31.8887
163589,3648956,G,19.4469,8.50665,-12.6435,-12.0809,15.2388,-0.727015,-0.978554,1,G,27.9034,-11.4615,16.5058,19.3592,20.095,0.855246,2.17775,1,46.5341
163589,4808134,G,36.0857,-14.4008,-7.6151,32.1993,16.2903,1.43312,-2.65517,-1,G,20.6581,18.7419,7.48365,-4.41411,20.1807,-0.217021,0.379904,-1,49.2847
163589,6171954,G,35.5552,15.0552,-18.0917,26.6494,23.5366,0.971872,-0.876751,-1,G,41.6724,-27.4211,30.6387,6.77716,41.1175,0.164087,2.30083,-1,67.353
163589,7195664,G,32.5505,8.83003,12.5999,-28.6844,15.3859,-1.38126,0.959533,1,G,32.3328,-15.0528,-2.35784,28.5176,15.2364,1.38473,-2.98622,1,63.7667
163589,11726492,G,24.6167,14.2529,-7.97443,-18.4183,16.3321,-0.968876,-0.510104,1,G,32.9481,-24.9,10.6874,-18.744,27.0967,-0.645892,2.73616,1,42.567
163589,14744029,G,66.3098,6.51564,-65.0116,-11.3146,65.3372,-0.172319,-1.47091,-1,G,19.791,-2.65799,16.9866,-9.80118,17.1933,-0.542981,1.72601,-1,68.163
163589,19143490,G,50.7572,4.32866,-24.261,-44.3728,24.6441,-1.3507,-1.39423,-1,G,29.3522,-1.04757,23.0437,-18.1502,23.0675,-0.722349,1.61623,-1,49.9614
163589,19330636,G,16.8091,15.3369,-2.6344,-6.35419,15.5615,-0.397757,-0.170109,-1,G,22.5498,-20.9247,6.99654,-4.65725,22.0634,-0.209548,2.81891,-1,37.1163
163589,19796815,G,70.5729,-9.17238,21.7447,-66.5098,23.6001,-1.75933,1.96997,-1,G,21.0215,4.22914,-18.2849,-9.46936,18.7676,-0.485285,-1.3435,-1,50.7965
163589,20403141,G,53.489,14.0393,-16.7265,48.8282,21.8375,1.54445,-0.872521,-1,G,44.8341,-5.2845,-22.6917,38.3047,23.2989,1.2721,-1.7996,-1,21.092
163589,20285760,G,165.664,48.4132,-18.2512,-157.377,51.7392,-1.83156,-0.360514,1,G,49.2113,-32.549,3.48415,-36.7445,32.735,-0.965387,3.03496,1,89.5454
163589,20520428,G,49.8254,-15.7439,-1.87004,-47.2355,15.8545,-1.81188,-3.02337,1,T,67.8142,-21.8678,-2.01858,-64.1598,21.9608,-1.79335,-3.04955,1,0.635545
163589,22087982,G,35.8431,-5.58457,33.6477,-11.0165,34.108,-0.317621,1.73527,-1,T,75.7906,-12.4401,71.2182,-22.7469,72.2965,-0.309661,1.74373,-1,0.619581
163589,23832215,G,36.7796,36.5392,-4.18104,-0.362702,36.7777,-0.00986186,-0.113931,-1,G,24.1649,18.4184,6.13488,-14.3895,19.4132,-0.686107,0.321526,-1,21.7358
163589,24586357,G,43.1479,-7.15708,21.5899,36.6658,22.7453,1.25534,1.8909,-1,G,18.8387,-5.60167,15.3908,9.30755,16.3785,0.541434,1.91985,-1,14.0865
163589,24046576,G,22.008,4.51349,20.8916,-5.24467,21.3736,-0.242982,1.35802,-1,T,54.6329,12.267,51.7447,-12.5199,53.1788,-0.233308,1.33803,-1,0.784496
163589,26081163,G,41.1807,17.8642,-5.33093,36.719,18.6427,1.42997,-0.29,1,G,35.8277,-27.2387,14.1587,18.4716,30.6988,0.570286,2.66223,1,52.139
163589,27531141,G,17.7994,17.497,-1.97042,-2.60357,17.6076,-0.147332,-0.112142,1,G,25.0358,-22.2019,3.11432,11.1425,22.4193,0.478532,3.00223,1,41.6953
163589,27793438,G,17.6738,-0.636472,15.836,7.82108,15.8488,0.475374,1.61097,-1,G,21.9824,-9.04332,-15.9064,12.1828,18.2974,0.624442,-2.08776,-1,32.8444
163589,28108940,G,110.15,-44.0307,-9.32802,-100.535,45.0079,-1.54353,-2.93283,-1,G,26.6436,26.5664,0.278414,2.00368,26.5679,0.075346,0.0104795,-1,92.8286
163589,28652244,G,56.1117,-29.2682,2.83497,47.7896,29.4052,1.26227,3.04503,1,G,27.8561,22.7705,-8.16588,13.8121,24.1904,0.543778,-0.344331,1,56.4374
163589,30463233,G,19.7549,16.3776,-5.85639,9.3661,17.3932,0.515373,-0.343417,1,G,37.4,-29.8776,14.1035,17.5262,31.0899,0.508292,2.70097,1,47.8876
163589,30701191,G,97.6962,-46.6005,50.8552,-69.1859,68.9772,-0.883511,2.31256,-1,G,24.3617,21.9312,-10.6049,0.198123,27.833,0.00863079,-0.449258,-1,88.9391
163589,31152834,G,51.9768,51.1436,-9.12286,-1.63748,51.9509,-0.0315145,-0.176521,1,T,41.1599,40.4842,-7.17983,-1.89972,41.1159,-0.0461876,-0.175524,1,0.712234
163589,30752757,G,50.3149,-3.90811,-18.7904,46.5104,19.1925,1.61839,-1.77586,-1,T,49.5911,-3.55695,-18.8142,45.7454,19.1475,1.60524,-1.75765,-1,0.479581
163589,34170008,G,45.6136,-16.0779,-1.7324,42.6508,16.171,1.69712,-3.03426,1,G,53.6247,23.3998,3.02381,48.1549,23.5944,1.4618,0.128512,1,39.3355
163589,35679527,G,22.3373,-8.32239,17.2874,11.4381,19.1863,0.565528,2.01946,-1,T,38.3062,15.6261,-20.3729,-28.4276,25.6755,-0.955173,-0.916501,-1,57.6727
163589,35526877,G,15.1525,-15.0136,-2.04269,0.0792793,15.1519,0.00523227,-3.00637,1,G,33.797,-32.5599,-8.42298,3.33643,32.7435,0.0989111,-2.88826,1,3.40842
163589,36944950,G,36.4182,14.3997,-14.7159,-30.0394,20.5891,-1.1718,-0.796259,1,G,16.9182,-15.4783,-3.50622,-5.8603,15.8705,-0.361343,-2.91883,1,34.9682
163589,37203862,G,25.854,-20.2265,-15.9568,-2.16529,25.763,-0.083948,-2.47365,1,T,15.3173,-10.7951,-10.6116,-2.33825,15.1374,-0.153861,-2.36477,1,2.56388
163589,42578338,G,36.4638,5.22798,14.1283,33.2063,15.0645,1.53143,1.21638,1,T,51.1503,7.55337,19.5897,46.6427,20.9955,1.53855,1.20278,1,0.347085
163589,42849752,G,19.3281,8.78384,-16.8748,-3.41324,19.0241,-0.178468,-1.09086,1,G,18.2141,-16.3509,3.85722,-7.03653,16.7997,-0.407478,2.90993,1,32.7644
163589,43055005,G,37.0306,13.4395,7.74312,33.6256,15.5105,1.5163,0.522694,-1,G,29.3124,-22.915,-15.4188,9.81682,27.6194,0.348344,-2.54931,-1,48.6359
163589,42939546,G,35.324,5.19699,-26.659,22.5846,27.1608,0.757087,-1.37827,1,G,46.0632,26.7916,19.0138,32.2876,32.8529,0.869154,0.6172,1,50.311
163589,38848657,G,18.2476,10.8407,12.9328,-6.94143,16.8754,-0.400538,0.873173,1,T,18.778,10.9614,13.1288,-7.75125,17.1032,-0.438971,0.875125,1,0.687116
163589,38732709,G,66.6438,23.3721,8.38852,-61.8446,24.8319,-1.64371,0.344592,-1,G,47.2442,-32.1352,6.29737,-34.054,32.7464,-0.909327,2.94808,-1,59.0039
163589,38526133,G,38.8705,13.5646,-8.68762,-35.3756,16.1081,-1.52806,-0.569643,1,G,18.5695,17.519,-3.71245,-4.91089,17.9081,-0.270902,-0.208821,1,23.5882
163589,41916482,G,57.8546,28.529,-7.16096,49.8193,29.414,1.29764,-0.245926,-1,G,26.8239,-13.9671,15.2677,-17.0683,20.6926,-0.751955,2.31174,-1,76.2893
163589,44876960,G,38.1862,-19.5443,20.256,25.8048,28.1476,0.821279,2.33831,-1,G,26.8816,-11.2253,-24.2393,-3.00942,28.6474,-0.113424,-2.00382,-1,52.4552
163589,44777016,G,17.3935,-16.9082,-2.78632,2.97888,17.1362,0.172972,-2.97827,-1,T,24.4405,-23.3347,-4.57995,5.64286,23.7799,0.235123,-2.94778,-1,1.41393
163589,47127245,G,28.3886,-14.6969,-5.89775,23.561,15.8361,1.18798,-2.75997,-1,G,28.9897,8.13347,26.6483,-8.00664,25.4385,-0.283151,1.27398,-1,50.7609
163589,48556689,G,19.4178,-4.63967,18.355,-4.31377,18.9323,-0.225926,1.81838,1,T,16.3232,-4.27068,15.3414,-3.58326,15.9247,-0.223156,1.8423,1,0.468746
163589,49694113,G,28.3481,-5.2921,16.9978,-22.0606,17.8026,-1.04081,1.87262,1,G,27.4319,1.41608,-19.9683,18.7552,20.0185,0.836041,-1.5,1,55.4674
163589,50317944,G,15.7507,-10.9466,-11.3246,0.00894607,15.7504,0.000567991,-2.33922,1,T,19.8488,-14.2395,-13.6753,-2.04586,19.7428,-0.103441,-2.3764,1,1.96012
163589,51247967,G,47.2023,-15.8829,11.8366,-42.8448,19.8084,-1.51423,2.50114,1,G,38.9609,-6.52199,14.5037,-35.5675,15.9026,-1.5447,1.99338,1,8.93435
163589,50974374,G,27.545,-16.2759,16.7134,14.6449,23.329,0.592478,2.34294,1,T,35.3015,-20.6819,21.3681,19.0223,29.7378,0.602542,2.33988,1,0.34941
163589,51007975,G,43.2069,25.0517,14.8299,-31.9266,29.1121,-0.948109,0.534496,1,T,34.2123,19.9169,11.8966,-25.1447,23.1994,-0.939441,0.538442,1,0.326374
160957,90111635,G,18.964,-2.86725,-17.763,5.98961,17.9929,0.327026,-1.73083,1,T,20.8201,-2.93246,-17.9959,10.0507,18.2332,0.526557,-1.73233,1,3.62631
160957,94285318,G,27.2478,1.7321,25.2351,-10.1302,25.0347,-0.390411,1.50216,-1,G,36.8666,19.2645,19.5123,-24.6432,27.4199,-0.807925,0.79179,-1,21.4076
